Codigo,Descricao,Data_Inicio,Data_Fim,Tipo_Ato_Ini,Numero_Ato_Ini,Ano_Ato_Ini
8541.2,"- Transistores, exceto os fototransistores:",01/04/2022,31/12/9999,Res Camex,272,2021
8541.21,-- Com capacidade de dissipação inferior a 1 W,01/04/2022,31/12/9999,Res Camex,272,2021
8541.21.10,Não montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.21.20,"Montados, próprios para montagem em superfície (SMD - <i>Surface Mounted Device</i>)",01/04/2022,31/12/9999,Res Camex,272,2021
8541.21.9,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.21.91,"De efeito de campo, com junção heterogênea (HJFET ou HEMT)",01/04/2022,31/12/9999,Res Camex,272,2021
8541.21.99,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.29,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.29.10,Não montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.29.20,Montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30,"- Tiristores, <i>diacs</i> e <i>triacs</i>, exceto os dispositivos fotossensíveis",01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.1,Não montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.11,De intensidade de corrente inferior ou igual a 3 A,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.2,Montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.21,De intensidade de corrente inferior ou igual a 3 A,01/04/2022,31/12/9999,Res Camex,272,2021
8541.30.29,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.4,"- Dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz (LED):",01/04/2022,31/12/9999,Res Camex,272,2021
8541.41,-- Diodos emissores de luz (LED),01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.1,Não montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.11,"Diodos emissores de luz (LED), exceto diodos laser",01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.12,Diodos laser,01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.2,Montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.21,"Diodos emissores de luz (LED), exceto diodos laser, próprios para montagem em superfície (SMD - <i>Surface Mounted Device</i>)",01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.22,"Outros diodos emissores de luz (LED), exceto diodos laser",01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.23,Diodos laser com comprimento de onda de 1.300 nm ou 1.500 nm,01/04/2022,31/12/9999,Res Camex,272,2021
8541.41.24,Outros diodos laser,01/04/2022,31/12/9999,Res Camex,272,2021
8541.42,-- Células fotovoltaicas não montadas em módulos nem em painéis,01/04/2022,31/12/9999,Res Camex,272,2021
8541.42.10,Células solares orgânicas,01/04/2022,31/12/9999,Res Camex,272,2021
8541.42.20,Outras células solares,01/04/2022,31/12/9999,Res Camex,272,2021
8541.42.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8541.43.00,-- Células fotovoltaicas montadas em módulos ou em painéis,01/04/2022,31/12/9999,Res Camex,272,2021
8541.49.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.5,- Outros dispositivos semicondutores:,01/04/2022,31/12/9999,Res Camex,272,2021
8541.51.00,-- Transdutores à base de semicondutores,01/04/2022,31/12/9999,Res Camex,272,2021
8541.59.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.60,- Cristais piezelétricos montados,01/04/2022,31/12/9999,Res Camex,272,2021
8541.60.10,"De quartzo, de frequência igual ou superior a 1 MHz, mas não superior a 100 MHz",01/04/2022,31/12/9999,Res Camex,272,2021
8541.60.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8541.90,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
8541.90.10,Suportes-conectores apresentados em tiras (<i>lead frames</i>),01/04/2022,31/12/9999,Res Camex,272,2021
8541.90.20,Coberturas para encapsulamento (cápsulas),01/04/2022,31/12/9999,Res Camex,272,2021
8541.90.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.42,Circuitos integrados eletrônicos.,01/04/2022,31/12/9999,Res Camex,272,2021
8542.3,- Circuitos integrados eletrônicos:,01/04/2022,31/12/9999,Res Camex,272,2021
8542.31,"-- Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos",01/04/2022,31/12/9999,Res Camex,272,2021
8542.31.10,Não montados,01/04/2022,31/12/9999,Res Camex,272,2021
8542.31.20,"Montados, próprios para montagem em superfície (SMD - <i>Surface Mounted Device</i>)",01/04/2022,31/12/9999,Res Camex,272,2021
8542.31.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.32,-- Memórias,01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.10,Não montadas,01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.2,"Montadas, próprias para montagem em superfície (SMD - <i>Surface Mounted Device</i>)",01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.21,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.29,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.9,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.91,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH",01/04/2022,31/12/9999,Res Camex,272,2021
8542.32.99,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8542.33,-- Amplificadores,01/04/2022,31/12/9999,Res Camex,272,2021
8542.33.1,Híbridos,01/04/2022,31/12/9999,Res Camex,272,2021
8542.33.11,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,01/04/2022,31/12/9999,Res Camex,272,2021
8542.33.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.33.20,"Outros, não montados",01/04/2022,31/12/9999,Res Camex,272,2021
8542.33.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.1,Híbridos,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.11,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.20,"Outros, não montados",01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.3,"Outros, montados, próprios para montagem em superfície (SMD - <i>Surface Mounted Device</i>)",01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.31,Circuitos do tipo <i>chipset</i>,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.39,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.9,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.91,Circuitos do tipo <i>chipset</i>,01/04/2022,31/12/9999,Res Camex,272,2021
8542.39.99,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8542.90.00,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
85.43,"Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.",01/04/2022,31/12/9999,Res Camex,272,2021
8543.10.00,- Aceleradores de partículas,01/04/2022,31/12/9999,Res Camex,272,2021
8543.20.00,- Geradores de sinais,01/04/2022,31/12/9999,Res Camex,272,2021
8543.30,"- Máquinas e aparelhos de galvanoplastia, eletrólise ou eletroforese",01/04/2022,31/12/9999,Res Camex,272,2021
8543.30.10,"De eletrólise, com células de membrana",01/04/2022,31/12/9999,Res Camex,272,2021
8543.30.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8543.40.00,- Cigarros eletrônicos e dispositivos de vaporização elétricos de uso pessoal semelhantes,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70,- Outras máquinas e aparelhos,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.1,Amplificadores de radiofrequência,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.11,"Para transmissão de sinais de micro-ondas de alta potência (HPA), a válvula TWT do tipo <i>Phase Combiner</i>, com potência de saída superior a 2,7 kW",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.12,"Para recepção de sinais de micro-ondas de baixo ruído (LNA) na banda de 3.600 a 4.200 MHz, com temperatura menor ou igual a 55 Kelvin, para telecomunicações via satélite",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.13,Para distribuição de sinais de televisão,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.14,Outros para recepção de sinais de micro-ondas,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.15,Outros para transmissão de sinais de micro-ondas,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.19,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.20,Aparelhos para eletrocutar insetos,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.3,Máquinas e aparelhos auxiliares para vídeo,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.31,"Geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.32,"Geradores de caracteres, digitais",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.33,Sincronizadores de quadro armazenadores ou corretores de base de tempo,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.34,Controladores de edição,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.35,"Misturador digital, em tempo real, com oito ou mais entradas",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.36,"Roteador-comutador (<i>routing switcher</i>) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.39,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.40,Transcodificadores ou conversores de padrões de televisão,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.50,Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma),01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.9,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.91,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, para acoplamento exclusivamente acústico a telefone",01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.92,Eletrificadores de cercas,01/04/2022,31/12/9999,Res Camex,272,2021
8543.70.99,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8543.90,- Partes,01/04/2022,31/12/9999,Res Camex,272,2021
8543.90.10,Das máquinas ou aparelhos da subposição 8543.70,01/04/2022,31/12/9999,Res Camex,272,2021
8543.90.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.44,"Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão.",01/04/2022,31/12/9999,Res Camex,272,2021
8544.1,- Fios para bobinar:,01/04/2022,31/12/9999,Res Camex,272,2021
8544.11.00,-- De cobre,01/04/2022,31/12/9999,Res Camex,272,2021
8544.19,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8544.19.1,De alumínio,01/04/2024,31/12/9999,Res Camex,547,2023
8544.19.11,Revestido de cobre (CCA - <i>Copper Clad Aluminum</i>),01/04/2024,31/12/9999,Res Camex,547,2023
8544.19.19,Outros,01/04/2024,31/12/9999,Res Camex,547,2023
8544.19.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8544.20.00,- Cabos coaxiais e outros condutores elétricos coaxiais,01/04/2022,31/12/9999,Res Camex,272,2021
8544.30.00,- Jogos de fios para velas de ignição e outros jogos de fios do tipo utilizado em quaisquer veículos,01/04/2022,31/12/9999,Res Camex,272,2021
8544.4,"- Outros condutores elétricos, para uma tensão não superior a 1.000 V:",01/04/2022,31/12/9999,Res Camex,272,2021
8544.42.00,-- Munidos de peças de conexão,01/04/2022,31/12/9999,Res Camex,272,2021
8544.49.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8544.60.00,"- Outros condutores elétricos, para uma tensão superior a 1.000 V",01/04/2022,31/12/9999,Res Camex,272,2021
8544.70,- Cabos de fibras ópticas,01/04/2022,31/12/9999,Res Camex,272,2021
8544.70.10,Com revestimento externo de material dielétrico,01/04/2022,31/12/9999,Res Camex,272,2021
8544.70.20,"Com revestimento externo de aço, próprios para instalação submarina (cabo submarino)",01/04/2022,31/12/9999,Res Camex,272,2021
8544.70.30,Com revestimento externo de alumínio,01/04/2022,31/12/9999,Res Camex,272,2021
8544.70.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.45,"Eletrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafita ou de outro carvão, mesmo com metal, para usos elétricos.",01/04/2022,31/12/9999,Res Camex,272,2021
8545.1,- Eletrodos:,01/04/2022,31/12/9999,Res Camex,272,2021
8545.11.00,-- Do tipo utilizado em fornos,01/04/2022,31/12/9999,Res Camex,272,2021
8545.19,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8545.19.10,"De grafita, com um teor de carbono igual ou superior a 99,9 %, em peso",01/04/2022,31/12/9999,Res Camex,272,2021
8545.19.20,"Blocos de grafite, do tipo utilizado como cátodos em cubas eletrolíticas",01/04/2022,31/12/9999,Res Camex,272,2021
8545.19.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8545.20.00,- Escovas,01/04/2022,31/12/9999,Res Camex,272,2021
8545.90,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8545.90.10,Carvões para pilhas elétricas,01/04/2022,31/12/9999,Res Camex,272,2021
8545.90.20,Resistências aquecedoras desprovidas de revestimento e de terminais,01/04/2022,31/12/9999,Res Camex,272,2021
8545.90.30,"Suportes de conexão (<i>nipples</i>), para eletrodos",01/04/2022,31/12/9999,Res Camex,272,2021
8545.90.90,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.46,Isoladores elétricos de qualquer matéria.,01/04/2022,31/12/9999,Res Camex,272,2021
8546.10.00,- De vidro,01/04/2022,31/12/9999,Res Camex,272,2021
8546.20.00,- De cerâmica,01/04/2022,31/12/9999,Res Camex,272,2021
8546.90.00,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
85.47,"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 85.46; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente.",01/04/2022,31/12/9999,Res Camex,272,2021
8547.10.00,- Peças isolantes de cerâmica,01/04/2022,31/12/9999,Res Camex,272,2021
8547.20,- Peças isolantes de plástico,01/04/2022,31/12/9999,Res Camex,272,2021
8547.20.10,"Tampões vedadores para condensadores, com perfurações para terminais",01/04/2022,31/12/9999,Res Camex,272,2021
8547.20.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8547.90.00,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8548.00,"Partes elétricas de máquinas ou aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo.",01/04/2022,31/12/9999,Res Camex,272,2021
8548.00.10,Termopares do tipo utilizado em dispositivos termoelétricos de segurança de aparelhos alimentados a gás,01/04/2022,31/12/9999,Res Camex,272,2021
8548.00.90,Outras,01/04/2022,31/12/9999,Res Camex,272,2021
85.49,"Desperdícios e resíduos, e sucata, elétricos e eletrônicos.",01/04/2022,31/12/9999,Res Camex,272,2021
8549.1,"- Desperdícios e resíduos, e sucata, de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis:",01/04/2022,31/12/9999,Res Camex,272,2021
8549.11.00,"-- Desperdícios e resíduos, e sucata, de acumuladores de chumbo-ácido; acumuladores de chumbo-ácido inservíveis",01/04/2022,31/12/9999,Res Camex,272,2021
8549.12.00,"-- Outros, que contenham chumbo, cádmio ou mercúrio",01/04/2022,31/12/9999,Res Camex,272,2021
8549.13.00,"-- Selecionados por tipo de componente químico e que não contenham chumbo, cádmio ou mercúrio",01/04/2022,31/12/9999,Res Camex,272,2021
8549.14.00,"-- Não selecionados e que não contenham chumbo, cádmio ou mercúrio",01/04/2022,31/12/9999,Res Camex,272,2021
8549.19.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8549.2,- Do tipo utilizado principalmente para a recuperação de metais preciosos:,01/04/2022,31/12/9999,Res Camex,272,2021
8549.21.00,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",01/04/2022,31/12/9999,Res Camex,272,2021
8549.29.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
8549.3,- Outras montagens elétricas e eletrônicas e placas de circuitos impressos:,01/04/2022,31/12/9999,Res Camex,272,2021
8549.31.00,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",01/04/2022,31/12/9999,Res Camex,272,2021
8549.39.00,-- Outras,01/04/2022,31/12/9999,Res Camex,272,2021
8549.9,- Outros:,01/04/2022,31/12/9999,Res Camex,272,2021
8549.91.00,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB)",01/04/2022,31/12/9999,Res Camex,272,2021
8549.99.00,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
